geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre04.g223200,Cre04.g223200.t1.2,,"","",143,32,2.15987133677839,0
Cre04.g223236,Cre04.g223236.t1.1,,"","",1011,241,2.06867794567305,0
Cre04.g223300,Cre04.g223300.t1.1,CCP1,"low-CO2-inducible chloroplast envelope protein","low-CO2-inducible 36kDa chloroplast envelope protein (LIP36-1), CO2-responsive gene; related to mitochondrial carriers; CCP1 and LCIE are located in head-to-head orientation; regulated by CCM1 [PMID: 15235119]",2307,837,1.46271847613264,0
Cre04.g223350,Cre04.g223350.t1.2,,"","",62,51,0.28177096841538,0.129431000082658
Cre04.g223376,Cre04.g223376.t1.1,,"","",27,8,1.75488750216347,0.000254130223765969
Cre04.g223400,Cre04.g223400.t1.1,,"","",58,54,0.103093492964104,0.318399885807116
Cre04.g223450,Cre04.g223450.t1.2,,"","",101,145,-0.52169760726314,0.00300077199235772
Cre04.g223650,Cre04.g223650.t1.2,,"","",91,54,0.752907138035228,0.000755955509631923
Cre04.g223700,Cre04.g223700.t1.1,,"","",54,36,0.584962500721156,0.022298762313958
Cre04.g223750,Cre04.g223750.t1.2,,"","",66,43,0.618129364656355,0.0105432028565687
Cre04.g223783,Cre04.g223783.t1.1,,"","",31,18,0.784271308944563,0.022192080493575
Cre04.g223800,Cre04.g223800.t1.1,_,"heme peroxidase-related protein","heme peroxidase related with pterin dehydratase domain",217,230,-0.0839388184998959,0.285184392931877
Cre04.g223850,Cre04.g223850.t1.1,DEH1,"Cytoplasmic DExD/H-box RNA helicase","Cytoplasmic DExD/H-box helicase, stimulates mRNA 5'-decapping. Homologue of S. cerevisiae Dhh1. Might be involved in the translational control of some specific mRNAs.",406,467,-0.201942822524486,0.0211123535154382
Cre04.g223881,Cre04.g223881.t1.1,,"","",1242,1763,-0.5053673010997,9.56801607045525e-22
Cre04.g223900,Cre04.g223900.t1.2,,"","",24,22,0.125530882083859,0.329369038511828
Cre04.g223950,Cre04.g223950.t1.2,,"","",22,25,-0.184424571137427,0.385433497286513
Cre04.g224000,Cre04.g224000.t1.1,,"","",235,139,0.757575873841492,2.28631763632414e-07
Cre04.g224100,Cre04.g224100.t1.1,,"","",102,79,0.368644593794393,0.0370735197954201
Cre04.g224150,Cre04.g224150.t1.1,,"","",159,165,-0.0534392589614604,0.390616905153094
Cre04.g224200,Cre04.g224200.t1.1,,"","",250,223,0.164884384741782,0.0989443419166236
Cre04.g224250,Cre04.g224250.t1.2,FAP147,"Flagellar Associated Protein","Flagellar Associated Protein weakly similar to Myc-binding protein-associated protein; found in the flagellar proteome [PMID: 15998802]; identified by comparative genomics as being present only in organisms having motile cilia; gene conserved only in organisms with motile (MOT) cilia",375,232,0.692765790255671,2.15355244748139e-09
Cre04.g224350,Cre04.g224350.t1.2,MOT55,"predicted protein","identified by comparative genomics as being present only in organisms having motile (MOT) cilia",65,45,0.53051471669878,0.0223810470784868
Cre04.g224400,Cre04.g224400.t1.2,,"","",67,39,0.780686971595524,0.00230926784601193
Cre04.g224450,Cre04.g224450.t1.2,,"","",63,70,-0.15200309344505,0.30152319456444
Cre04.g224500,Cre04.g224500.t1.2,_,"PDR-like ABC transporter","_",97,107,-0.141554144214019,0.264357435058245
Cre04.g224550,Cre04.g224550.t1.1,,"","",73,50,0.545968369105293,0.0150234574177726
Cre04.g224600,Cre04.g224600.t1.1,,"","",110,126,-0.195920209975257,0.164433431466558
Cre04.g224650,Cre04.g224650.t1.2,FAP296,"Flagella Associated importin alpha-like protein","Flagellar Associated Protein similar to importin alpha, found in the flagellar proteome [PMID: 15998802]",220,116,0.923378718397088,3.84552700793961e-09
Cre04.g224700,Cre04.g224700.t1.1,,"","",68,60,0.180572245641821,0.213219748222012
Cre04.g224750,Cre04.g224750.t1.1,VAMP71,"R-SNARE protein, VAMP72-family","Expressed Protein. Similar to VAMP7 R-SNAREs, involved in Golgi/PM and Golgi/endosomal trafficking; most similar to VAMP72-family of land plants, part of 4-member gene family in Chlamydomonas all on same scaffold and in 2 tandem arrays (74-> <-71; and <-73 72->), location and order of gene family members are syntenic in Volvox. Has a 4-nucleotide exon, supported by multiple cDNA sequences.",498,347,0.52121007948982,7.91200042149498e-08
Cre04.g224800,Cre04.g224800.t1.1,VAMP74,"R-SNARE protein, VAMP72-family","Expressed Protein. Similar to VAMP7 R-SNAREs, involved in Golgi/PM and Golgi/endosomal trafficking; most similar to VAMP72-family of land plants, part of 4-member gene family in Chlamydomonas all on same scaffold and in 2 tandem arrays (74-> <-71; and <-73 72->), location and order of gene family members are syntenic in Volvox",154,90,0.774933444365227,1.42581666062735e-05
Cre04.g224907,Cre04.g224907.t1.1,,"","",48,27,0.830074998557688,0.00529105852585265
Cre04.g224950,Cre04.g224950.t1.1,,"","",70,77,-0.137503523749935,0.31042111567085
Cre04.g225050,Cre04.g225050.t1.2,_,"predicted protein","Conserved expressed protein of unknown function; has homologues in viridiplantae and Cyanobacteria",283,234,0.274293523248478,0.0138906458090371
Cre04.g225200,Cre04.g225200.t1.2,,"","",220,77,1.51457317282976,0
Cre04.g225250,Cre04.g225250.t1.2,,"","",101,77,0.391424942056893,0.0303246885196391
Cre04.g225350,Cre04.g225350.t1.2,,"","",81,109,-0.428334321892302,0.0249257208084359
Cre04.g225400,Cre04.g225400.t1.1,,"","",131,152,-0.214504511906135,0.117215890743109
Cre04.g225500,Cre04.g225500.t1.1,CSA6,"predicted protein of CSA family","Protein in Chlamydomonas Specific family A, unknown function; lacks the C-terminal motif found in other family members, but contains an heptad repeat (TRNELQA, approximately repeated 9 times) at the N-terminus",26,22,0.241008099503795,0.235439506810856
Cre04.g225550,Cre04.g225550.t1.2,,"","",85,79,0.105610187960599,0.292391749558486
Cre04.g225600,Cre04.g225600.t1.2,,"","",66,94,-0.510194732319184,0.0162370457083356
Cre04.g225650,Cre04.g225650.t1.1,,"","",1916,1150,0.736463699904443,0
Cre04.g225700,Cre04.g225700.t1.1,,"","",100,87,0.200912693925996,0.152964821650571
Cre04.g225750,Cre04.g225750.t1.2,,"","",73,63,0.212544635380101,0.172796282930443
Cre04.g225850,Cre04.g225850.t1.1,VAMP73,"R-SNARE protein, VAMP72-family","Expressed Protein. Similar to VAMP7 R-SNAREs, involved in Golgi/PM and Golgi/endosomal trafficking; most similar to VAMP72-family of land plants, part of 4-member gene family in Chlamydomonas all on same scaffold and in 2 tandem arrays (74-> <-71; and <-73 72->), location and order of gene family members are syntenic in Volvox",185,145,0.351472370501378,0.0119317231244495
Cre04.g225900,Cre04.g225900.t1.1,VAMP72,"R-SNARE protein, VAMP72-family","Expressed Protein. Similar to VAMP7 R-SNAREs, involved in Golgi/PM and Golgi/endosomal trafficking; most similar to VAMP72-family of land plants, part of 4-member gene family in Chlamydomonas all on same scaffold and in 2 tandem arrays (74-> <-71; and <-73 72->), location and order of gene family members are syntenic in Volvox",294,191,0.622243516800616,1.06872520067025e-06
Cre04.g225950,Cre04.g225950.t1.1,_,"Bromodomain protein","Bromodomain containing protein, ChromDB BRD3401; pfam00439, Bromodomain. Bromodomains are 110 amino acid long domains, that are found in many chromatin associated proteins. Bromodomains can interact specifically with acetylated lysine - it could be involved in chromatin remodeling",51,46,0.148863385914483,0.271305079022937
Cre04.g226050,Cre04.g226050.t1.2,,"","",151,87,0.795461243476351,1.12394053793929e-05
Cre04.g226079,Cre04.g226079.t1.1,,"","",59,33,0.838248930003388,0.0023045527307296
Cre04.g226100,Cre04.g226100.t1.2,,"","",129,91,0.503432615224558,0.00420272587634096
Cre04.g226113,Cre04.g226113.t1.1,,"","",127,74,0.779231321143216,6.38708515423581e-05
Cre04.g226150,Cre04.g226150.t1.2,AOC1,"amino acid carrier 1","amino acid carrier 1; belongs to APC (Amino acid Polyamine organoCation) family",96,168,-0.807354922057604,5.52886287724096e-06
Cre04.g226200,Cre04.g226200.t1.2,,"","",22,9,1.28950661719498,0.00533692026510835
Cre04.g226250,Cre04.g226250.t1.2,,"","",159,38,2.06495544184077,0
Cre04.g226350,Cre04.g226350.t1.1,,"","",476,392,0.280107919192735,0.00194390831712421
Cre04.g226400,Cre04.g226400.t1.1,,"","",38,36,0.0780025120012732,0.363773541744735
Cre04.g226450,Cre04.g226450.t1.2,PRP17,"Nuclear pre-mRNA splicing factor, component of the spliceosome","Homologue of yeast PRP17, which is required specifically for the second step of splicing; contains WD-40 repeats.",80,90,-0.169925001442312,0.24506928355195
Cre04.g226500,Cre04.g226500.t1.2,,"","",75,109,-0.539365634281046,0.00737885902380106
Cre04.g226550,Cre04.g226550.t1.1,,"","",21,16,0.39231742277876,0.162004300043918
Cre04.g226600,Cre04.g226600.t1.2,,"","",116,85,0.44859005898987,0.0118805879433161
Cre04.g226800,Cre04.g226800.t1.2,,"","",56,34,0.719892080807265,0.00743337647281317
Cre04.g226811,Cre04.g226811.t1.1,,"","",198,135,0.552541023028779,0.000218037529400972
Cre04.g226850,Cre04.g226850.t1.1,,"","",2676,1189,1.17032940089581,0
Cre04.g226950,Cre04.g226950.t1.1,,"","",32,31,0.0458036896131247,0.400653246252033
Cre04.g227050,Cre04.g227050.t1.2,,"","",47,79,-0.749191896499466,0.00276801258194889
Cre04.g227100,Cre04.g227100.t1.1,,"","",386,642,-0.733972449854223,6.51635071221322e-16
Cre04.g227200,Cre04.g227200.t1.2,,"","",19,12,0.662965012722429,0.0748063921928406
Cre04.g227212,Cre04.g227212.t1.1,,"","",94,55,0.773229138152978,0.000491666631822429
Cre04.g227350,Cre04.g227350.t1.2,CCR4,"Not-complex component","Belongs to the CNOT2/3/5 family of transcription regulation complexes.",94,122,-0.376148485885249,0.0329718059107229
Cre04.g227450,Cre04.g227450.t1.1,,"","",121,116,0.0608822421470224,0.348406998391783
Cre04.g227568,Cre04.g227568.t1.1,,"","",148,149,-0.00971515483321178,0.5
Cre04.g227700,Cre04.g227700.t1.2,,"","",111,91,0.28662122615141,0.0696670474635462
Cre04.g227850,Cre04.g227850.t1.2,,"","",33,21,0.652076696579693,0.0379523647445508
Cre04.g227900,Cre04.g227900.t1.1,PF20,"WD-repeat protein of flagellum central pair","WD-repeat containing protein PF20 of the central pair of the flagella. Associates with the intermicrotubule bridge.",440,287,0.616452786848972,4.94543794804514e-09
Cre04.g227950,Cre04.g227950.t1.2,,"","",43,33,0.381870635343644,0.103368420904196
Cre04.g228000,Cre04.g228000.t1.2,,"","",17,14,0.280107919192735,0.236564829945564
Cre04.g228050,Cre04.g228050.t1.2,,"","",50,78,-0.641546029087524,0.00833536713484868
Cre04.g228100,Cre04.g228100.t1.2,,"","",67,63,0.088809266957856,0.330584841569408
Cre04.g228150,Cre04.g228150.t1.1,,"","",25,39,-0.641546029087524,0.0517109391580405
Cre04.g228200,Cre04.g228200.t1.2,,"","",281,432,-0.620461181942543,8.60509378802441e-09
Cre04.g228208,Cre04.g228208.t1.1,,"","",58,99,-0.771375624952037,0.000667624593499539
Cre04.g228250,Cre04.g228250.t1.2,,"","",1214,53,4.51763225169248,0
Cre04.g228300,Cre04.g228300.t1.2,_,"Serine/threonine protein kinase","_",235,13,4.17607722842391,0
Cre04.g228350,Cre04.g228350.t1.2,,"","",49,28,0.807354922057604,0.0058363605121915
Cre04.g228400,Cre04.g228400.t1.2,WRK1,"WRKY family transcription factor","http://chlamytfdb.bio.uni-potsdam.de/v2.0/gene_details.php?cds_id=115858",115,54,1.09060254878091,7.06925537552472e-07
Cre04.g228450,Cre04.g228450.t1.1,CPL10,"predicted protein","Expressed protein of unknown function; possibly conserved in higher plants and cyanobacteria",244,267,-0.129958594124668,0.16522350103124
Cre04.g228500,Cre04.g228500.t1.1,,"","",38,46,-0.275634442613427,0.222602334523288
Cre04.g228550,Cre04.g228550.t1.2,,"","",30,17,0.819427754358179,0.0199930284130262
Cre04.g228600,Cre04.g228600.t1.2,,"","",20,26,-0.37851162325373,0.230695591068383
Cre04.g228609,Cre04.g228609.t1.1,,"","",142,107,0.408280133103535,0.0111669832237462
Cre04.g228650,Cre04.g228650.t1.1,,"","",89,36,1.30580842952409,4.61998885925574e-07
Cre04.g228750,Cre04.g228750.t1.1,,"","",129,120,0.104336659814736,0.263172225572302
Cre04.g228800,Cre04.g228800.t1.2,,"","",35,54,-0.625604485218502,0.0278891638268672
Cre04.g228803,Cre04.g228803.t1.1,,"","",214,292,-0.44835757247887,0.000302726037445449
Cre04.g228850,Cre04.g228850.t1.2,,"","",29,15,0.951090399519054,0.0113144206029574
Cre04.g228900,Cre04.g228900.t1.2,,"","",56,58,-0.050626073069968,0.462717480628362
Cre04.g228939,Cre04.g228939.t1.1,,"","",187,223,-0.254005440032668,0.0418843197638198
Cre04.g228950,Cre04.g228950.t1.1,,"","",4829,766,2.6563081662477,0
Cre04.g229000,Cre04.g229000.t1.2,,"","",34,24,0.502500340529183,0.0740029003801029
Cre04.g229050,Cre04.g229050.t1.2,,"","",27,21,0.362570079384708,0.156163403736635
Cre04.g229150,Cre04.g229150.t1.2,,"","",43,30,0.519374159093579,0.0503218387601179
Cre04.g229226,Cre04.g229226.t1.2,,"","",35,21,0.736965594166206,0.0220232730510753
Cre04.g229300,Cre04.g229300.t1.2,RCA1,"rubisco activase","RubisCO activase, chloroplast precursor; required for optimal photosynthesis in a low CO2 atmosphere [PMID: 16667924; independent cDNA sequence: M62962].",2155,2739,-0.345961396728918,3.60804929076154e-17
Cre04.g229350,Cre04.g229350.t1.1,,"","",76,110,-0.533432200081074,0.00765426589456576
Cre04.g229421,Cre04.g229421.t1.1,,"","",24,8,1.58496250072116,0.00105120078660548
Cre04.g229422,Cre04.g229422.t1.1,,"","",35,11,1.66985139830767,7.82086042647734e-05
Cre04.g229500,Cre04.g229500.t1.1,,"","",24,16,0.584962500721156,0.0769299720814159
Cre04.g229518,Cre04.g229518.t1.1,,"","",20,14,0.514573172829758,0.114740506513044
Cre04.g229536,Cre04.g229536.t1.1,,"","",41,71,-0.792195114886598,0.00294508649020664
Cre04.g229550,Cre04.g229550.t1.2,,"","",45,45,0,0.458064438505645
Cre04.g229650,Cre04.g229650.t1.2,,"","",19,33,-0.796466605914868,0.0351971105335312
Cre04.g229700,Cre04.g229700.t1.1,UGP1,"UDP-glucose pyrophosphorylase","Glucose-1-phosphate uridylyltransferase; UTP--glucose-1-phosphate uridylyltransferase; plays a central role as a glucosyl donor in metabolic pathways; a cytosolic enzyme",241,172,0.486624581527864,0.000278115958170511
Cre04.g229900,Cre04.g229900.t1.1,,"","",13,20,-0.62148837674627,0.148103184299543
Cre05.g229950,Cre05.g229950.t1.2,,"","",56,45,0.315501825727929,0.116150232142369
Cre05.g230000,Cre05.g230000.t1.1,_,"Peptidyl-tRNA hydrolase","Putative peptidyl-tRNA hydrolase 2/Bcl-2 inhibitor of transcription 1. Contains peptidyl-tRNA hydrolase, PTH2 domain (IPR002833). The human PTH2/Bit1 is a mitochondrial protein that promotes caspase-independent apoptosis by regulating the function of two transcriptional regulators, AES and TLE1 [PMID: 15006356].",51,104,-1.0280143761696,1.24744451955759e-05
Cre05.g230050,Cre05.g230050.t1.1,,"","",23,29,-0.334419039070559,0.244227834689946
Cre05.g230100,Cre05.g230100.t1.1,,"","",41,43,-0.0687127500840142,0.456601181112298
Cre05.g230150,Cre05.g230150.t1.1,,"","",67,59,0.183446141095931,0.21139556707294
Cre05.g230200,Cre05.g230200.t1.1,,"","",187,160,0.224966365000274,0.0663456442541906
Cre05.g230300,Cre05.g230300.t1.1,,"","",443,560,-0.338120128389948,0.000122923058961623
Cre05.g230350,Cre05.g230350.t1.1,,"","",139,68,1.03147823147317,2.1514709858117e-07
Cre05.g230400,Cre05.g230400.t1.1,RBD3,"rubredoxin-like protein","cd00350, rubredoxin-like; pfam00301",1021,1134,-0.151437774064427,0.00790872830590947
Cre05.g230450,Cre05.g230450.t1.2,_,"Chlamydomonas-specific family protein","_",34,22,0.628031222613042,0.040713407304753
Cre05.g230500,Cre05.g230500.t1.1,,"","",24,47,-0.969626350956481,0.0042772692513467
Cre05.g230550,Cre05.g230550.t1.1,,"","",30,32,-0.0931094043914815,0.44953815682643
Cre05.g230600,Cre05.g230600.t1.2,,"","",88,100,-0.184424571137427,0.21123945478792
Cre05.g230650,Cre05.g230650.t1.2,,"","",182,63,1.53051471669878,2.44249065417534e-15
Cre05.g230750,Cre05.g230750.t1.2,,"","",33,46,-0.47916783669856,0.088305276530082
Cre05.g230850,Cre05.g230850.t1.2,,"","",123,130,-0.0798533076892147,0.353046120221202
Cre05.g230900,Cre05.g230900.t1.2,,"","",128,88,0.540568381362703,0.00257825860820404
Cre05.g230962,Cre05.g230962.t1.1,,"","",20,23,-0.201633861169651,0.380395821280672
Cre05.g230971,Cre05.g230971.t1.1,,"","",34,51,-0.584962500721156,0.0410271497937435
Cre05.g230981,Cre05.g230981.t1.1,,"","",48,32,0.584962500721156,0.0283322131725604
Cre05.g231000,Cre05.g231000.t1.1,,"","",36,31,0.215728691055437,0.231908808948435
Cre05.g231050,Cre05.g231050.t1.2,,"","",54,77,-0.511899038531433,0.0270854001936165
Cre05.g231141,Cre05.g231141.t1.1,,"","",43,105,-1.28798076296402,1.81965780975474e-07
Cre05.g231150,Cre05.g231150.t1.1,,"","",177,137,0.369573467122471,0.0102667980482614
Cre05.g231200,Cre05.g231200.t1.2,,"","",68,37,0.87800947562139,0.000829513444949748
Cre05.g231250,Cre05.g231250.t1.1,ELG25,"exostosin-like glycosyltransferase","belongs to the family of exostosin-like glycosyltransferases",33,17,0.956931278108114,0.00767333891631505
Cre05.g231300,Cre05.g231300.t1.1,,"","",224,222,0.012939055707498,0.443528934459453
Cre05.g231350,Cre05.g231350.t1.1,,"","",385,376,0.0341257839046265,0.358502226418671
Cre05.g231500,Cre05.g231500.t1.2,,"","",47,41,0.197036847059554,0.227870639718957
Cre05.g231600,Cre05.g231600.t1.2,,"","",29,24,0.273018494406416,0.205051358187346
Cre05.g231700,Cre05.g231700.t1.2,,"","",150,47,1.67422983881824,1.49880108324396e-14
Cre05.g231800,Cre05.g231800.t1.2,,"","",31,20,0.632268215499513,0.0459572749079272
Cre05.g231850,Cre05.g231850.t1.2,,"","",2934,434,2.75710192322891,0
Cre05.g231900,Cre05.g231900.t1.1,,"","",20,33,-0.722466024471091,0.049185324220246
Cre05.g231950,Cre05.g231950.t1.1,,"","",325,461,-0.504327032513521,6.93930056172328e-07
Cre05.g232000,Cre05.g232000.t1.2,,"","",29,24,0.273018494406416,0.205051358187346
Cre05.g232100,Cre05.g232100.t1.1,,"","",136,118,0.204819791888498,0.116566094842059
Cre05.g232150,Cre05.g232150.t1.1,GDH2,"glutamate dehydrogenase","glutamate dehydrogenase (EC 1.4.1.2); organelle targeting somewhat ambiguous but weakly predicted by Target-P to be mitochondrial",484,368,0.395301281217582,2.98110405153595e-05
Cre05.g232200,Cre05.g232200.t1.1,NDA3,"mitochondrial NADH dehydrogenase","Putative mitochondrial NADH dehydrogenase (ubiquinone oxidoreductase). Alternative enzyme to complex I. Rotenone-insensitive; probably external face of membrane. see: PMID: 10571867; Low-CO2 inducible gene LCI18 revealed by cDNA array analyses; regulated by CCM1 [PMID: 15235119]",822,618,0.411531555777308,3.13192805023732e-08
Cre05.g232300,Cre05.g232300.t1.2,,"","",22,15,0.552541023028779,0.0938707794994115
Cre05.g232350,Cre05.g232350.t1.1,,"","",501,190,1.39881118486426,0
Cre05.g232450,Cre05.g232450.t1.2,,"","",18,12,0.584962500721156,0.100244211032987
Cre05.g232550,Cre05.g232550.t1.1,PGM4,"phosphoglycerate mutase","phosphoglycerate/bisphosphoglycerate mutase family protein",116,85,0.44859005898987,0.0118805879433161
Cre05.g232600,Cre05.g232600.t1.2,,"","",442,382,0.210473731355683,0.0167602690177607
Cre05.g232650,Cre05.g232650.t1.1,,"","",69,103,-0.577976070405049,0.00582108827775569
